"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"29","Rickey Brown","C","22","GSW","45","580","10.9","0.531","0","0.13","9.8","22.1","15.9","4.8","0.7","1.4","15.3","13.8","0.5","0.4","0.9","0.075","-2.2","-0.6","-2.9","-0.1",1981
"30","Joe Bryant","PF","26","SDC","82","2359","12.8","0.53","0.019","0.308","6.9","15.2","10.9","11.1","1.5","0.8","16.4","18.6","1.7","1.7","3.4","0.069","-1.1","-0.6","-1.7","0.2",1981
"31","Quinn Buckner","PG","26","MIL","82","2384","15.1","0.522","0.006","0.212","4.2","9.5","6.9","21.6","3.8","0.1","18.4","21.1","1.4","4","5.4","0.108","-0.9","1.7","0.8","1.7",1981
"32","Tom Burleson","C","28","ATL","31","363","8.5","0.436","0","0.414","13.7","16","14.9","4.6","1.1","3.1","17","16.1","-0.2","0.3","0.2","0.021","-4.4","-0.6","-4.9","-0.3",1981
"33","Don Buse","SG","30","IND","58","1095","11.7","0.471","0.202","0.226","1.8","6.7","4.2","16.4","3.2","0.4","10.7","12.9","0.9","1.2","2","0.089","-1.2","1.7","0.5","0.7",1981
"34","Marty Byrnes","SF","24","DAL","72","1360","13.6","0.539","0.044","0.348","6","8.9","7.4","12.8","1","0.7","10.5","17.9","2.1","0.2","2.3","0.081","0.6","-1.2","-0.6","0.5",1981
"35","Mack Calvin","PG","33","CLE","21","128","11","0.478","0.128","0.897","1.6","9.1","5.2","27.4","1.9","0","23.8","22.4","-0.1","0.1","0","-0.01","-3.2","-1","-4.1","-0.1",1981
"36","Austin Carr","SG","32","TOT","47","657","6.2","0.403","0.03","0.231","3.5","6.4","4.9","11.7","1.1","0.2","13.7","18.4","-0.9","0.5","-0.4","-0.029","-4.3","-0.4","-4.7","-0.6",1981
"37","Kenny Carr","PF","25","CLE","81","2615","17","0.56","0.004","0.446","10.5","25.6","17.6","10.2","1.4","0.9","17.4","20.4","3.3","2.6","5.8","0.107","0.4","-0.4","0","1.3",1981
"38","M.L. Carr","SF","30","BOS","41","655","11.6","0.505","0.065","0.31","4.7","9.5","7.2","11.3","2.2","1.5","16.1","18.2","0.2","0.9","1.1","0.082","-1.6","1.2","-0.4","0.3",1981
"39","Joe Barry Carroll","C","22","GSW","82","2919","16.4","0.534","0.002","0.351","10.3","18.7","14.4","5.8","0.8","2.3","14.4","23","3.7","2","5.7","0.094","0","-1.3","-1.3","0.5",1981
"40","Butch Carter","SF","22","LAL","54","672","10.7","0.521","0.04","0.385","5.8","4.7","5.2","9.9","1.6","0.1","14.8","20.2","0.5","0.5","0.9","0.067","-2.8","-1.3","-4.1","-0.4",1981
"41","Reggie Carter","SG","23","NYK","60","536","8.8","0.404","0.017","0.385","6.2","8.6","7.4","18.3","2","0.2","15.4","18.7","-0.4","0.5","0.1","0.01","-3.3","-0.3","-3.7","-0.2",1981
"42","Bill Cartwright","C","23","NYK","82","2925","18.4","0.611","0.001","0.463","6.1","18.3","12","5.6","0.8","1.6","12.9","21.5","6.9","3.1","10","0.164","1.6","-0.5","1.1","2.3",1981
"43","Harvey Catchings","PF","29","MIL","77","1635","10.4","0.48","0","0.307","10.7","21","16","7","0.9","6.3","23.6","10.7","0","3.2","3.1","0.092","-3","2.9","-0.1","0.8",1981
"44","Maurice Cheeks*","PG","24","PHI","81","2415","16.4","0.579","0.014","0.306","3.3","7.5","5.5","29.5","3.7","0.9","20.9","13.9","4","4.5","8.5","0.169","0.9","3.1","4","3.7",1981
"45","Phil Chenier","SG","30","GSW","9","82","5.6","0.407","0.091","0.182","1.3","9.6","5.4","11.1","0","0","10.1","19.2","0","0","0","-0.016","-4.1","-1.1","-5.2","-0.1",1981
"46","Jim Chones","PF","31","LAL","82","2562","11.8","0.528","0.005","0.257","8.1","19.1","13.9","7.4","0.7","2","16","15.6","1.5","3.2","4.7","0.088","-2","-0.1","-2.1","-0.1",1981
"47","Art Collins","SG","26","ATL","29","395","4.3","0.409","0.02","0.364","5.4","6.5","6","8.6","1.3","0.2","21.8","15.4","-0.6","0.2","-0.4","-0.054","-4.4","-1.4","-5.8","-0.4",1981
"48","Don Collins","SF","22","TOT","81","1845","14.5","0.5","0.007","0.335","7.8","8.5","8.1","15.7","2.7","0.8","15.8","24.6","0.6","2","2.6","0.068","-0.9","0.5","-0.5","0.7",1981
"49","Doug Collins","SG","29","PHI","12","329","13.1","0.533","0","0.23","2.1","7.1","4.8","17.6","1","0.7","13.7","19.7","0.3","0.4","0.7","0.105","-0.6","-0.3","-0.9","0.1",1981
"50","Darwin Cook","SG","22","NJN","81","1980","15","0.503","0.031","0.22","5.3","8.2","6.7","21.9","3.2","1","16.4","21.4","0.6","2.1","2.7","0.065","-0.2","1.1","0.9","1.4",1981
"51","Jeff Cook","SF","24","PHO","79","2192","11.2","0.491","0.008","0.252","8.7","14.7","11.7","11.8","1.7","1.4","17.6","14.8","0.6","3.8","4.5","0.098","-1.5","1.2","-0.3","1",1981
"52","Michael Cooper","SG","24","LAL","81","2625","12.2","0.53","0.029","0.228","5.3","8.4","6.9","15.2","2.4","1.6","18.6","13.5","2","3","5","0.092","-0.6","1.5","0.9","1.9",1981
"53","Wayne Cooper","C","24","UTA","71","1420","12.2","0.479","0.006","0.191","13.6","21.9","17.8","5.3","0.6","2.1","13.1","17.8","0.5","1","1.5","0.051","-2.5","-2","-4.5","-0.9",1981
"54","Dave Corzine","C","24","SAS","82","1960","16.5","0.52","0.004","0.234","13.2","21.7","17.7","8.4","1","2.7","13.7","19.3","2.6","2.5","5.1","0.125","0.3","-0.7","-0.4","0.8",1981
"55","Charlie Criss","PG","32","ATL","66","1708","13","0.54","0.043","0.441","1.7","5","3.4","23.8","1.7","0.1","18.8","17.3","1.8","0.7","2.5","0.07","0.1","-1.2","-1.2","0.4",1981
"56","Geoff Crompton","C","25","POR","6","33","11","0.441","0","0.625","23","36.4","29.7","7.4","0","3.3","32.9","18.3","-0.1","0.1","0","-0.029","-4.1","-0.4","-4.4","0",1981
"57","Pat Cummings","C","24","MIL","74","1084","15.2","0.57","0.004","0.304","10.2","19.4","14.9","8","1.3","1","17.9","23","1","1.7","2.7","0.121","-1.4","-0.6","-2","0",1981
"58","Earl Cureton","C","23","PHI","52","528","13.8","0.47","0.005","0.312","11.4","20","16","6.4","1.8","2.4","11.1","20","0.1","1.1","1.2","0.109","-1.9","0.4","-1.5","0.1",1981
"59","Bob Dandridge","SF","33","WSB","23","545","11.6","0.452","0.004","0.165","3.6","12.4","8","15.5","1.4","0.9","11.5","21.2","-0.2","0.7","0.5","0.044","-2.2","0.8","-1.4","0.1",1981
"60","Adrian Dantley*","SF","25","UTA","80","3417","24.3","0.622","0.004","0.482","6.5","10.5","8.5","16.3","1.6","0.3","12.5","28.4","12.3","1.3","13.6","0.191","5.7","-1.4","4.3","5.4",1981
"61","Brad Davis","PG","25","DAL","56","1686","16.4","0.626","0.041","0.498","1.9","8.5","5.1","33.9","1.5","0.4","19.8","15.4","3.8","0.4","4.2","0.119","1.4","-0.9","0.5","1.1",1981
"62","Johnny Davis","PG","25","IND","76","2536","15.2","0.522","0.036","0.326","2.3","5","3.7","26.4","1.8","0.3","13.7","19.2","4.1","1.6","5.7","0.107","0.7","-1","-0.3","1.1",1981
"63","Monti Davis","PF","22","TOT","2","10","4.5","0.208","0","1","21.9","22","22.5","0","0","5.7","0","30","-0.1","0","-0.1","-0.311","-4.7","-0.4","-5.1","0",1981
"64","Ron Davis","SF","26","SDC","64","817","11.8","0.488","0.025","0.503","6.4","10.7","8.5","8.1","2.1","0.8","13.7","22.2","0","0.6","0.6","0.035","-2.2","-1","-3.2","-0.3",1981
"65","Walter Davis","SG","26","PHO","78","2182","18.4","0.579","0.015","0.227","3.2","6.8","5.1","21.8","2","0.3","15.5","25.6","4","3.2","7.1","0.157","1.8","0.1","1.9","2.1",1981
"66","Darryl Dawkins","C","24","PHI","76","2088","15.9","0.641","0","0.436","6","21.4","14.2","7.3","0.8","3","20.9","20.3","2.2","4.1","6.3","0.145","-1.3","1.3","0.1","1.1",1981
"67","Larry Demic","PF","23","NYK","76","964","10.4","0.533","0.008","0.362","13","15.8","14.4","3.9","0.6","0.8","16.5","14.8","0.8","0.8","1.6","0.081","-2.5","-1.5","-4","-0.5",1981
"68","Coby Dietrick","C","32","CHI","82","1243","11.8","0.503","0.019","0.347","7.6","16.4","12.1","12.6","1.8","2.4","19.3","15","0.5","1.5","2.1","0.08","-1.3","1.5","0.2","0.7",1981
"69","James Donaldson","C","23","SEA","68","980","15.9","0.574","0","0.714","12.3","22.2","17.3","6","0.4","4.1","17.9","15.8","1.1","1.4","2.5","0.124","0.2","0.5","0.8","0.7",1981
"70","Jacky Dorsey","SF","26","SEA","29","253","5.4","0.327","0","0.357","10.2","27.6","19.1","4.6","1.7","0.2","14.7","15.3","-0.5","0.4","-0.1","-0.01","-5.8","-0.7","-6.5","-0.3",1981
"71","Leon Douglas","C","26","KCK","79","1356","12.5","0.583","0.009","0.576","12.4","19.1","15.7","6.7","0.9","1.6","18.2","15.1","1.6","1.6","3.2","0.112","-2.1","-0.3","-2.5","-0.2",1981
"72","John Drew","SF","26","ATL","67","2075","19.2","0.539","0.006","0.526","7.9","13.3","10.6","6.5","2.3","0.4","12.6","30.9","3.5","1.9","5.4","0.124","1","-1.3","-0.3","0.9",1981
"73","Larry Drew","PG","22","DET","76","1581","9.3","0.464","0.035","0.275","1.7","7.5","4.4","22.7","2.6","0.3","23.4","18.1","-1.6","1.6","0","-0.001","-3.5","-0.2","-3.7","-0.7",1981
"74","Ralph Drollinger","C","26","DAL","6","67","5.3","0.476","0","0.286","8.2","24.7","16.1","29.6","0.7","1.7","45.2","17.9","-0.2","0.1","-0.2","-0.117","-5","0.8","-4.1","-0.1",1981
"75","Terry Duerod","SG-SF","24","TOT","50","451","13.8","0.49","0.068","0.175","4.2","7","5.5","13.3","1.8","0.5","12.2","26.4","0","0.2","0.2","0.018","-0.9","-1.3","-2.1","0",1981
"76","Mike Dunleavy","SG","26","HOU","74","1609","15","0.544","0.025","0.294","1.9","6.3","4.1","23.5","1.9","0.1","16.1","21.5","2.1","0.9","3","0.091","-0.1","-0.8","-0.9","0.5",1981
"77","T.R. Dunn","SG","25","DEN","82","1427","10.2","0.456","0.006","0.342","9.3","12.3","10.8","6.7","2","1","12.1","12.1","0.7","0.8","1.6","0.052","-0.9","-0.1","-1","0.3",1981
"78","John Duren","PG","22","UTA","40","458","2.6","0.338","0.01","0.089","2","6.7","4.4","15.3","1.9","0.3","26.1","13.3","-1.1","0.2","-0.9","-0.099","-6.6","-0.9","-7.5","-0.6",1981
"79","James Edwards","C","25","IND","81","2375","18.2","0.547","0.003","0.346","8.5","18","13.1","13.3","0.6","3.1","12.4","22.3","4.4","2.6","7","0.141","1.2","0.1","1.3","2",1981
"80","Bob Elliott","C","25","NJN","73","1320","12.3","0.541","0.005","0.482","8.7","13.7","11.2","13.7","1.2","0.7","19","18.8","0.6","0.9","1.6","0.057","-1.2","-0.8","-1.9","0",1981
"81","Len Elmore","C","28","MIL","72","925","8.6","0.42","0","0.354","8.4","16.3","12.4","8.7","1.9","3.2","15.2","12.2","0","1.6","1.6","0.083","-3.5","2.1","-1.4","0.1",1981
"82","Alex English*","SF","27","DEN","81","3093","19.7","0.549","0.003","0.295","8.8","12.6","10.7","13.4","1.5","1.6","12.1","24","6.7","1.6","8.3","0.129","3.1","-1","2.2","3.2",1981
"83","Julius Erving*","SF","30","PHI","82","2874","25.1","0.572","0.012","0.352","10","14.6","12.5","19.8","2.8","2.8","13.1","28.4","7.8","6.1","13.8","0.231","5.2","2.3","7.5","6.9",1981
"84","Mike Evans","PG","25","MIL","71","911","11.1","0.501","0.048","0.22","2.7","7.7","5.3","23.1","1.7","0.2","18.4","16.8","0.6","1","1.6","0.082","-1.7","-0.1","-1.8","0",1981
"85","Eric Fernsten","C","27","BOS","45","279","11","0.521","0","0.38","12.4","12.9","12.7","4.7","1","1.4","17.8","16.4","0.1","0.3","0.5","0.079","-1.9","-0.6","-2.4","0",1981
"86","Chris Ford","SG","32","BOS","82","2723","8.8","0.488","0.154","0.123","3.1","3.7","3.4","13.7","1.7","0.5","14.6","13","1.3","2.4","3.7","0.066","-1.5","0.6","-0.9","0.7",1981
"87","Don Ford","SF","28","CLE","64","996","8.2","0.473","0.013","0.107","7.8","10.5","9.1","10.6","0.7","0.7","17.3","11.4","0.3","0.3","0.6","0.028","-2","-0.8","-2.8","-0.2",1981
"88","Phil Ford","PG","24","KCK","66","2287","17.3","0.553","0.041","0.399","1.3","4.9","3.1","35.5","2.1","0.1","18.8","23.3","3.4","1.9","5.2","0.11","1.8","-1.3","0.5","1.4",1981
"89","World B. Free","SG","27","GSW","65","2370","19.5","0.542","0.027","0.561","2.2","5.3","3.7","22.3","1.7","0.3","11.9","27.4","6.8","0.6","7.4","0.15","2.9","-1.4","1.5","2.1",1981
"90","Tony Fuller","SG","22","DET","15","248","6.9","0.411","0.015","0.242","5.8","14.4","9.8","15.6","1.9","0.2","23.9","15.7","-0.4","0.3","-0.1","-0.021","-4","0","-4","-0.2",1981
"91","Mike Gale","PG","30","TOT","77","1112","13.7","0.547","0.023","0.22","1.6","8","4.8","19.6","3.9","0.3","18.5","14.8","1","1.4","2.4","0.105","-1.5","2.3","0.8","0.8",1981
"92","Calvin Garrett","SF","24","HOU","70","1638","8.8","0.483","0.007","0.149","5.7","12.3","9","10.2","1.5","0.3","16.9","13.2","0.2","1.2","1.4","0.04","-2.2","-0.2","-2.3","-0.1",1981
"93","Gus Gerard","SF","27","TOT","27","252","12.5","0.424","0.036","0.36","13.4","15.7","14.6","8.1","1.9","2","10.4","23.1","0","0.3","0.3","0.058","-3.2","-0.5","-3.7","-0.1",1981
"94","George Gervin*","SG","28","SAS","82","2765","22.9","0.555","0.02","0.359","5.2","11.1","8.2","15.8","1.6","1.1","11.1","32.3","8.1","2.4","10.5","0.182","4.2","-1.2","2.9","3.5",1981
"95","Artis Gilmore*","C","31","CHI","82","2832","21.7","0.699","0","0.652","9.2","23.5","16.7","8.9","0.8","4","18.4","18.5","8.4","3.9","12.3","0.208","3.1","1.2","4.3","4.5",1981
"96","Mike Glenn","PG","25","NYK","82","1506","15","0.601","0.022","0.215","2","4.8","3.3","10.3","2.3","0.2","10","16.8","3.1","1.3","4.4","0.139","0.1","0.8","0.9","1.1",1981
"97","Mike Gminski","C","21","NJN","56","1579","14.5","0.474","0.001","0.294","9.6","20.6","15","6.6","1.6","3.6","14.1","22.7","-0.5","2","1.5","0.045","-1.6","-0.3","-1.8","0.1",1981
"98","Glen Gondrezick","PF","25","DEN","73","1077","16.3","0.542","0.006","0.416","12.6","16.6","14.5","9.6","3.7","0.9","15.1","15.8","1.8","1.3","3.1","0.136","0.3","1.4","1.7","1",1981
"99","Rickey Green","PG","26","UTA","47","1307","13.6","0.516","0.003","0.265","2.7","7.5","5.1","25.3","2.8","0","16.9","16.2","1","0.7","1.8","0.065","-1.2","0","-1.2","0.3",1981
"100","Dave Greenwood","PF","23","CHI","82","2710","16.6","0.528","0.002","0.293","10.7","19.4","15.2","11.6","1.4","2.6","14.7","19.7","3.8","3.4","7.1","0.126","0.8","0.4","1.2","2.2",1981
"101","Kevin Grevey","SG","27","WSB","75","2616","14.5","0.524","0.123","0.263","2.7","6.2","4.4","16.2","1.2","0.4","10.5","21.1","3.4","2.4","5.8","0.107","0.5","0.1","0.6","1.7",1981
"102","Paul Griffin","PF","27","SAS","82","1930","13.8","0.575","0","0.778","10.8","17.4","14.2","15.8","1.9","1.1","23.2","11.7","2.6","2.3","4.9","0.122","0.8","1","1.8","1.8",1981
"103","Darrell Griffith","SG","22","UTA","81","2867","14.7","0.496","0.034","0.207","3.2","8.3","5.8","11.4","1.8","0.8","12.1","28.8","-0.8","1.1","0.4","0.006","-1","-2.2","-3.2","-0.9",1981
"104","Bob Gross","SF","27","POR","82","1934","14","0.584","0.019","0.332","7.1","11.4","9.2","16","2.2","1.9","21.6","14.3","2.3","2.1","4.4","0.11","0.3","1.3","1.7","1.8",1981
"105","Ernie Grunfeld","SF","25","KCK","79","1584","13.7","0.561","0","0.208","2.2","12.2","7.2","17.6","1.8","0.5","14.2","16.2","1.8","1.7","3.5","0.106","-0.7","0.8","0.1","0.8",1981
"106","Roy Hamilton","PG","23","POR","1","5","10.4","0.387","0","0.667","43.4","21.8","32.6","0","0","0","20.5","38.7","0","0","0","-0.127","-4.6","-0.2","-4.8","0",1981
"107","Bill Hanzlik","SF","23","SEA","74","1259","11","0.558","0.017","0.519","6","7.3","6.7","12","2.2","0.9","19.1","14.2","1.1","1.3","2.4","0.091","-1.9","1.1","-0.7","0.4",1981
"108","Alan Hardy","SG","23","LAL","22","111","7.5","0.402","0","0.169","8.3","10.1","9.3","3.6","0.4","4.3","14.8","26.9","-0.3","0.1","-0.2","-0.072","-5.1","-1.2","-6.3","-0.2",1981
"109","James Hardy","PF","24","UTA","23","509","11.9","0.48","0","0.18","8.9","20.9","15","9.5","2","2.3","16.1","12.1","0.1","0.5","0.7","0.064","-1.3","0.9","-0.4","0.2",1981
"110","Mike Harper","PF","23","POR","55","461","8.4","0.43","0.022","0.625","6.6","15.4","11","4.5","2.3","2.4","15.6","17.7","-0.6","0.6","0.1","0.006","-4.8","0.4","-4.4","-0.3",1981
"111","Joe Hassett","SG","25","TOT","41","714","14.2","0.51","0.459","0.062","3.7","7","5.3","15.3","0.9","0.2","5.9","21.1","1.4","0","1.4","0.097","2.1","-1.6","0.5","0.4",1981
"112","Steve Hawes","C","30","ATL","74","2309","14.7","0.585","0.006","0.436","8.1","19.9","13.9","10.7","1.5","0.8","17.5","16.5","3.4","2.3","5.7","0.119","0.2","0.2","0.4","1.4",1981
"113","Elvin Hayes*","PF","35","WSB","81","2931","14.9","0.483","0.008","0.339","8.4","20","14.1","4.8","1.1","3.2","11.3","23","0.1","4.9","5.1","0.083","-1.6","0.6","-1.1","0.7",1981
"114","Gar Heard","PF","32","SDC","78","1631","10.9","0.428","0.018","0.255","8.2","17.1","12.4","9.5","3.1","2.6","15.5","13","-0.2","2.2","2","0.059","-2.1","2","-0.2","0.8",1981
"115","Gerald Henderson","PG","25","BOS","82","1608","10.4","0.491","0.028","0.271","3.2","6.1","4.7","17.8","2.3","0.4","19.8","20.5","-0.6","1.8","1.3","0.037","-2.8","0.2","-2.6","-0.2",1981
"116","Tom Henderson","SG","29","HOU","66","1411","10.9","0.471","0.009","0.286","2.4","5.9","4.1","27","1.8","0.2","19.9","13.4","0.8","0.8","1.5","0.052","-1.3","-0.6","-1.8","0.1",1981
"117","Keith Herron","SG","24","DET","80","2270","13.4","0.511","0.012","0.28","4.7","6.1","5.4","10.4","1.9","0.7","12.5","21.8","1.6","1.9","3.5","0.074","-0.6","-0.6","-1.3","0.4",1981
"118","Kenny Higgs","PG","26","DEN","72","1689","11.9","0.511","0.072","0.363","1.4","7.5","4.4","29.3","2.6","0.2","23.2","15.7","0.7","0.9","1.5","0.043","-1.9","-0.5","-2.4","-0.2",1981
"119","Johnny High","PG","23","PHO","81","1750","10.8","0.489","0.042","0.458","5.7","8.6","7.2","15","3.4","0.8","21.4","19.6","-0.8","3.3","2.5","0.069","-3.4","1.9","-1.5","0.2",1981
"120","Armond Hill","PG","27","TOT","75","1738","8","0.457","0.021","0.513","2.7","7.5","5.1","21.8","1.8","0.4","23.6","12.7","-0.3","1.3","1","0.028","-3.4","0.2","-3.2","-0.5",1981
"121","Brad Holland","SG","24","LAL","41","295","9.8","0.49","0.027","0.441","3.5","6.9","5.3","9.8","3.3","0.2","19","22.3","-0.2","0.4","0.1","0.024","-4.8","0.2","-4.6","-0.2",1981
"122","Lionel Hollins","PG","27","PHI","82","2154","11","0.506","0.022","0.246","2.6","6.8","4.8","21.4","2.2","0.5","21.2","18.3","-0.3","3.1","2.9","0.064","-2.2","0.6","-1.6","0.2",1981
"123","Cedrick Hordges","PF","24","DEN","68","1599","10.7","0.509","0.006","0.388","7.5","22.1","14.6","8","0.9","0.6","17.6","15.8","0.5","1","1.5","0.044","-2.3","-1","-3.3","-0.5",1981
"124","Phil Hubbard","PF","24","DET","80","2289","15.4","0.544","0.003","0.484","11.3","18.9","14.9","10.4","1.7","0.5","17.7","22.9","1.8","2.7","4.5","0.094","-0.7","-0.7","-1.4","0.3",1981
"125","Kim Hughes","C","28","TOT","53","490","6.3","0.388","0","0.029","10.1","18","13.9","8.3","2.6","3.9","38.3","9.2","-0.7","0.6","-0.1","-0.007","-5.4","2.2","-3.2","-0.1",1981
"126","Geoff Huston","PG","23","TOT","81","2434","13.4","0.518","0.005","0.225","2","4.5","3.2","25.1","1.2","0.2","14.7","20.7","1.7","0","1.7","0.034","0","-2.2","-2.2","-0.1",1981
"127","Dan Issel*","C","32","DEN","80","2641","21.7","0.575","0.01","0.561","8.6","17.7","13.1","8.4","1.4","1","7.9","23.2","8.9","1.6","10.5","0.19","3.7","-1.1","2.7","3.1",1981
"128","Tony Jackson","PG","23","LAL","2","14","12.9","0.333","0","0","0","14.6","7.7","16.2","6.7","0","0","8.6","0","0","0","0.124","-4.3","0.6","-3.6","0",1981
"129","Abdul Jeelani","SF","26","DAL","66","1108","15.5","0.515","0.002","0.5","8.2","15.7","11.8","9.2","1.9","1.6","13.9","23.5","0.8","0.8","1.6","0.07","-0.5","-0.7","-1.2","0.2",1981
