"","Player","Pos","Age","Tm","G","MP","PER","TS%","3PAr","FTr","ORB%","DRB%","TRB%","AST%","STL%","BLK%","TOV%","USG%","OWS","DWS","WS","WS/48","OBPM","DBPM","BPM","VORP","Yr"
"131","T.J. Ford","PG","20","MIL","55","1472","12.1","0.443","0.053","0.246","2.9","10.8","6.8","37.4","2.1","0.1","24","17.9","-0.2","0.9","0.7","0.022","-1.7","-0.6","-2.4","-0.1",2004
"132","Danny Fortson","C","27","DAL","56","625","15.9","0.605","0","0.662","19.3","24.3","21.8","2","1","1.3","17.1","15.2","1.9","0.4","2.3","0.177","-1.7","-2.4","-4","-0.3",2004
"133","Jeff Foster","C","27","IND","82","1961","16.2","0.578","0.011","0.425","14.8","22","18.4","5.5","2","1.1","12.3","11.8","4.4","3.8","8.3","0.202","0.8","0.5","1.3","1.6",2004
"134","Tremaine Fowlkes","SF","27","DET","36","261","6.5","0.393","0.167","0.375","8.1","15.3","11.7","8.4","1.9","0.9","17.7","12.2","-0.1","0.5","0.4","0.068","-4.9","2.2","-2.7","0",2004
"135","Rick Fox","SF","34","LAL","38","846","8","0.459","0.328","0.161","3.8","9.9","6.8","17.1","1.8","0.3","19.4","13.1","0","0.8","0.8","0.043","-3.4","0.5","-2.9","-0.2",2004
"136","Adonal Foyle","C","28","GSW","44","572","13","0.471","0","0.269","10.6","22.3","16.4","4.8","0.6","5.8","12.6","13.4","0.3","0.8","1.1","0.093","-2.3","1.2","-1.1","0.1",2004
"137","Richie Frahm","SF","26","SEA","54","469","15.7","0.608","0.662","0.187","3","11","7","8.4","1.8","0.6","4.4","15.5","1.4","0.1","1.5","0.152","1.9","-0.6","1.4","0.4",2004
"138","Steve Francis","PG","26","HOU","79","3194","15.8","0.501","0.224","0.389","4.5","11.1","8","28.3","2.4","0.8","18.3","24","2.4","4.7","7.1","0.107","0.5","0.9","1.4","2.7",2004
"139","Hiram Fuller","PF","22","ATL","4","43","3.6","0.376","0","0.75","10.6","18.2","14.5","7.3","0","1.7","27.3","15.5","-0.1","0","-0.1","-0.094","-7.3","-3.1","-10.5","-0.1",2004
"140","Dan Gadzuric","C","25","MIL","75","1260","17","0.529","0.003","0.338","11.4","19.8","15.6","3.7","2.1","6.1","10.1","16","1.7","2","3.7","0.141","-1","1.6","0.7","0.8",2004
"141","Reece Gaines","PG","23","ORL","38","364","6.1","0.356","0.116","0.291","2.4","9.9","6.1","16.6","1.6","0.4","15.7","14.3","-0.4","0","-0.5","-0.065","-4.5","-1.6","-6.1","-0.4",2004
"142","Alex Garcia","SG","23","SAS","2","13","-4.7","0.19","0","0.286","0","0","0","0","8.3","0","11.3","31.6","-0.1","0","-0.1","-0.319","-14.5","0.9","-13.6","0",2004
"143","Kevin Garnett*","PF","27","MIN","82","3231","29.4","0.547","0.027","0.289","9.1","30","20.1","24.4","2","4","10.5","29.6","10.4","8","18.3","0.272","6.8","3.3","10.2","10",2004
"144","Pat Garrity","PF","27","ORL","2","22","0.5","0.333","0","0","0","0","0","6.6","0","0","0","6.2","0","0","0","-0.06","-5.1","-3.1","-8.2","0",2004
"145","Pau Gasol","PF","23","MEM","78","2458","21.7","0.542","0.014","0.487","9.4","18.3","13.8","14.9","0.9","3.9","12.8","26.8","5.3","2.8","8.1","0.159","2.9","0.1","2.9","3",2004
"146","Devean George","SF","26","LAL","82","1951","11.5","0.492","0.326","0.168","5","14.4","9.6","8.9","2.2","1.4","12.5","16.1","0.8","2.5","3.4","0.083","-1.2","0.7","-0.4","0.8",2004
"147","Eddie Gill","PG","25","POR","22","157","13.2","0.558","0.222","0.556","3.1","9.8","6.4","16.2","3.2","0.5","21.1","17.1","0.2","0.1","0.3","0.091","-1.1","1.6","0.5","0.1",2004
"148","Kendall Gill","SG","35","CHI","56","1411","11.1","0.443","0.069","0.248","4.6","10.3","7.4","11.4","2.4","0.8","12","21.9","-0.9","1.3","0.4","0.013","-2.8","-0.1","-2.8","-0.3",2004
"149","Manu Ginóbili","SG","26","SAS","77","2260","18.5","0.536","0.311","0.378","4.3","12.6","8.5","22.5","3.2","0.5","14.9","22.1","4","5.1","9.1","0.194","1.5","3.1","4.7","3.8",2004
"150","Gordan Giricek","SF-SG","26","TOT","73","2041","13.2","0.521","0.21","0.218","2.9","10.2","6.4","10.9","1.5","0.6","11.5","20.1","2.2","0.2","2.4","0.056","-0.1","-1.6","-1.6","0.2",2004
"151","Dion Glover","SG","25","TOT","69","1643","12.2","0.471","0.202","0.265","4","14.2","9.2","14","1.6","0.9","13.4","21.2","0.1","1","1.1","0.032","-1.1","-0.9","-2.1","0",2004
"152","Anthony Goldwire","PG","32","TOT","11","85","8.8","0.379","0.364","0.045","1.4","7.8","4.7","18.9","3.2","0","11.8","14.1","0","0.1","0.1","0.042","-3.6","2.1","-1.5","0",2004
"153","Drew Gooden","PF","22","ORL","79","2134","15.6","0.484","0.051","0.316","8.3","19.3","13.7","7.5","1.5","2.4","11.8","22.7","1","0.9","1.9","0.043","-0.8","-1.7","-2.5","-0.2",2004
"154","Brian Grant","C","31","MIA","76","2303","12.1","0.502","0.002","0.179","8.7","17.9","13.3","5.3","1.2","1.2","11","15.2","2.1","2.8","4.9","0.101","-1.8","-0.2","-2","0",2004
"155","Horace Grant","PF","38","LAL","55","1106","10.6","0.45","0.004","0.241","8","16","11.9","9.4","1.1","1.4","10.5","11.2","0.8","1.2","2","0.087","-1.2","0","-1.3","0.2",2004
"156","Paul Grant","C","30","UTA","10","98","5.1","0.471","0","0.348","8.7","12.9","10.8","5.4","0.6","0.9","20.9","15.9","-0.1","0.1","0","-0.015","-5.7","-1.5","-7.2","-0.1",2004
"157","Willie Green","SG","22","PHI","53","767","10.8","0.464","0.171","0.227","2.5","7.5","5","14.1","1.8","0.5","13.1","27.7","-0.7","0.6","0","-0.003","-2.6","-1.2","-3.8","-0.3",2004
"158","Adrian Griffin","SG","29","HOU","19","133","4.5","0.278","0.111","0.222","0.9","15.2","8.4","11.6","2.9","1.2","13.2","8.2","-0.2","0.2","0.1","0.031","-6.3","4.4","-1.9","0",2004
"159","Tom Gugliotta","PF","34","TOT","55","819","9.1","0.374","0.02","0.138","9.5","18.2","13.8","12.4","2","1.2","15.3","14.2","-0.5","0.9","0.3","0.019","-2.6","0.5","-2.1","0",2004
"160","Marcus Haislip","PF","23","MIL","31","263","14.6","0.539","0.027","0.378","9.1","13.8","11.4","2.5","1.2","3.3","9.4","16.4","0.4","0.2","0.6","0.113","-0.8","-0.1","-0.9","0.1",2004
"161","Darvin Ham","SF","30","DET","54","484","8.3","0.531","0.027","0.467","11.4","10.8","11.1","5.3","1.5","1.3","25.5","11.7","0.1","0.8","0.9","0.087","-3.9","0.8","-3.1","-0.1",2004
"162","Richard Hamilton","SG","25","DET","78","2772","16.8","0.522","0.058","0.293","3.3","8.3","5.8","22.2","2","0.5","13.8","25.7","3.8","4.4","8.1","0.141","0.5","0.7","1.2","2.3",2004
"163","Zendon Hamilton","C","28","PHI","46","473","15.9","0.616","0","1.011","12.3","23.9","18.2","4.8","0.9","1.3","16.4","16.3","1.1","0.6","1.8","0.178","-1","-0.5","-1.5","0.1",2004
"164","Ben Handlogten","C","30","UTA","17","172","17.1","0.577","0","0.574","15.6","24.2","19.8","6.5","1","2","14.5","18.6","0.4","0.2","0.6","0.168","-0.4","-1.6","-2","0",2004
"165","Travis Hansen","SF","25","ATL","41","507","7.2","0.433","0.231","0.208","6.8","8.8","7.8","6","1","1.3","9.6","14.1","0.1","0.1","0.2","0.019","-3.8","-2.4","-6.2","-0.5",2004
"166","Anfernee Hardaway","SG","32","TOT","76","2095","11.8","0.472","0.116","0.203","3.8","11.9","7.9","13.9","1.8","0.7","12.6","18.6","0.6","1.4","2","0.046","-1.4","-0.3","-1.7","0.1",2004
"167","Matt Harpring","SF","27","UTA","31","1134","16.1","0.524","0.08","0.383","9.8","17.3","13.5","10.9","1.1","0.1","11.9","22.3","1.9","0.9","2.8","0.116","1","-1.8","-0.8","0.3",2004
"168","Al Harrington","PF","23","IND","79","2441","14.9","0.514","0.085","0.277","7.8","16.9","12.3","10.3","1.8","0.7","13.8","22.9","1.8","4.1","5.9","0.116","-0.9","0.2","-0.7","0.8",2004
"169","Othella Harrington","PF","30","NYK","56","872","9","0.546","0","0.386","7.8","15.5","11.7","5.5","0.7","1.2","21.6","16","0.2","0.7","0.8","0.046","-4","-0.6","-4.6","-0.6",2004
"170","Lucious Harris","PG","33","NJN","69","1504","11.1","0.481","0.218","0.168","3.1","7.9","5.5","15.2","1.5","0.1","9.6","17.2","0.9","1.7","2.5","0.081","-1.7","-0.5","-2.2","-0.1",2004
"171","Jason Hart","PG","25","SAS","53","660","12.3","0.497","0.057","0.27","1.7","11.5","6.7","20.1","2.3","0.6","14","14.5","0.6","1.3","1.9","0.139","-2.8","3","0.2","0.4",2004
"172","Donnell Harvey","PF","23","TOT","60","783","10.4","0.503","0.015","0.413","6.9","17","11.9","4.3","1.6","2.5","15.9","16.3","0.2","0.5","0.7","0.043","-3.7","-0.3","-4","-0.4",2004
"173","Udonis Haslem","PF","23","MIA","75","1795","13.7","0.521","0.007","0.409","12.1","18.7","15.4","4.9","1","1.1","12.3","15.8","2.7","2.1","4.8","0.128","-1.1","-0.9","-2","0",2004
"174","Trenton Hassell","SG","24","MIN","81","2264","8.2","0.498","0.034","0.16","3.6","9","6.5","8.5","0.9","1.7","10.1","9.5","1.7","2.3","4","0.084","-2.2","0.9","-1.3","0.4",2004
"175","Jarvis Hayes","SF","22","WAS","70","2044","9.4","0.456","0.188","0.141","3.8","10.9","7.2","9.3","1.8","0.4","13","18.4","-0.6","1.1","0.5","0.012","-3","-1","-4","-1.1",2004
"176","Brendan Haywood","C","24","WAS","77","1484","17.2","0.547","0.003","0.603","13.7","15.6","14.6","5.2","1.1","4.9","14","17","2.4","1.4","3.8","0.123","-0.2","-0.5","-0.7","0.5",2004
"177","Shane Heal","PG","33","SAS","6","72","5.3","0.42","0.75","0.208","1.6","4.6","3.1","11.2","0.7","0","16","20","-0.1","0.1","0","-0.006","-3.2","-0.4","-3.6","0",2004
"178","Alan Henderson","PF","31","ATL","6","68","18.2","0.508","0","0.286","18.5","16.5","17.5","5.2","0.8","2.2","11.3","17.8","0.1","0","0.2","0.109","3.1","-2.1","1","0.1",2004
"179","Nenê","PF","21","DEN","77","2504","14.8","0.578","0.003","0.559","6.8","16","11.3","10.7","2.4","1.2","18.9","17","3.1","3","6.1","0.117","-0.9","0.7","-0.3","1.1",2004
"180","Tyrone Hill","PF","35","MIA","5","38","8.2","0.666","0","0.8","15.2","9.3","12.3","0","0","2.1","22.8","10.8","0.1","0","0.1","0.123","-4.4","-0.8","-5.2","0",2004
"181","Kirk Hinrich","PG","23","CHI","76","2706","13.1","0.51","0.448","0.204","1.7","9","5.2","32.5","1.9","0.6","18.5","18.2","2.1","1.9","4.1","0.072","-0.5","-0.4","-0.8","0.8",2004
"182","Fred Hoiberg","SG","31","MIN","79","1804","13.6","0.611","0.449","0.303","1.4","14.8","8.5","9","2","0.4","9.2","12.5","3.6","2.6","6.1","0.163","0.2","1.9","2","1.8",2004
"183","Robert Horry","PF","33","SAS","81","1290","14.5","0.496","0.31","0.307","9.5","14","11.8","12.8","2","2.8","12.2","16.1","1.7","2.9","4.6","0.171","0","2.7","2.7","1.5",2004
"184","Eddie House","SG","25","LAC","60","1188","12","0.436","0.303","0.1","2.7","10.6","6.6","21.6","2.9","0.2","11.8","19.8","0.2","0.5","0.7","0.027","-1","-0.3","-1.3","0.2",2004
"185","Allan Houston","SG","32","NYK","50","1799","14.8","0.539","0.259","0.22","1.3","6.4","3.9","10.3","1.1","0.1","10.6","24.7","2.5","0.6","3.1","0.083","1.1","-1.6","-0.5","0.7",2004
"186","Josh Howard","SF","23","DAL","67","1589","15.7","0.485","0.124","0.259","9.9","15.4","12.6","8.8","2.2","2.5","10.2","18.2","2.3","1.2","3.5","0.104","0.2","-0.2","-0.1","0.8",2004
"187","Juwan Howard","PF","30","ORL","81","2877","15.6","0.513","0.001","0.336","6.6","16.1","11.2","10","1","0.6","11.7","23.9","3.6","0","3.6","0.059","-0.3","-2.5","-2.9","-0.6",2004
"188","Troy Hudson","PG","27","MIN","29","503","12.5","0.492","0.372","0.159","1","6.7","4","22.9","0.8","0","13.3","23.9","0.3","0.3","0.6","0.058","0.1","-2.1","-2","0",2004
"189","Larry Hughes","SG","25","WAS","61","2061","17.6","0.496","0.23","0.332","5.1","12.9","8.9","14.3","2.4","0.9","11.6","28.1","2.1","1.6","3.8","0.088","1.7","-0.7","0.9","1.5",2004
"190","Ryan Humphrey","PF","24","MEM","2","11","-1","0.25","0.25","0","20.3","10.4","15.4","13.9","4.8","0","33.3","24.6","-0.1","0","0","-0.217","-12.2","-2.3","-14.6","0",2004
"191","Brandon Hunter","PF","23","BOS","36","406","12.6","0.463","0.026","0.371","14.4","18.8","16.6","7.9","1.6","0.2","14","17.6","0.2","0.4","0.6","0.066","-1.1","-1.3","-2.4","0",2004
"192","Lindsey Hunter","SG","33","DET","33","661","9","0.399","0.35","0.056","2.3","9.3","5.9","20.7","3.2","0.7","18.8","12.8","-0.4","1.3","0.9","0.067","-3.4","3.1","-0.2","0.3",2004
"193","Steven Hunter","C","22","ORL","59","789","11.2","0.504","0","0.445","7.6","17","12.2","2.4","0.3","6.7","13.5","12.3","0.3","0.3","0.6","0.034","-3.1","0","-3","-0.2",2004
"194","Zydrunas Ilgauskas","C","28","CLE","81","2539","20.2","0.541","0.007","0.421","12.1","16.3","14.2","7.8","0.8","5.6","12.5","23.1","5","2.8","7.8","0.147","1.1","-0.2","0.9","1.9",2004
"195","Allen Iverson*","SG","28","PHI","48","2040","19.3","0.478","0.177","0.404","2","8.2","5.1","34.4","3.1","0.2","13.6","35.3","0.5","2.3","2.8","0.066","2.7","-0.6","2.1","2.1",2004
"196","Bobby Jackson","SG","30","SAC","50","1185","19.2","0.538","0.37","0.184","5.4","11.1","8.3","15.8","2.1","0.5","9","26.8","2.3","0.8","3.1","0.124","3.1","-1","2.1","1.2",2004
"197","Jim Jackson","SF","33","HOU","80","3119","12.2","0.54","0.45","0.141","2.1","15.6","9.2","12.8","1.5","0.6","15.5","17.3","2.2","4.4","6.6","0.102","-0.4","1","0.6","2.1",2004
"198","Marc Jackson","PF","29","PHI","22","598","13.2","0.498","0.006","0.474","8.9","15.8","12.4","5.4","1.1","0.8","10.4","18.1","0.7","0.6","1.3","0.1","-0.9","-1.2","-2.2","0",2004
"199","Mark Jackson","PG","38","HOU","42","577","8.9","0.44","0.41","0.39","2.2","11.7","7.2","32.8","1.6","0.1","31.1","14.1","-0.3","0.7","0.4","0.034","-3.2","-0.3","-3.5","-0.2",2004
"200","Stephen Jackson","SF","25","ATL","80","2940","16.1","0.521","0.339","0.236","3.8","10.4","7.1","15.7","2.6","0.5","13.8","25","2.7","1.8","4.4","0.072","1","-0.8","0.1","1.5",2004
"201","Casey Jacobsen","SF","22","PHO","78","1828","9.6","0.57","0.5","0.308","2.6","10","6.3","8","1.4","0.4","14.3","11.8","2.1","0.5","2.6","0.068","-1.2","-0.6","-1.8","0.1",2004
"202","Jerome James","C","28","SEA","65","990","11.3","0.535","0","0.386","9.4","18","13.7","5.3","1.1","4.6","21.3","18","0.1","0.6","0.7","0.036","-4.6","-0.1","-4.7","-0.7",2004
"203","LeBron James","SG","19","CLE","79","3122","18.3","0.488","0.145","0.308","3.5","11.8","7.6","27.8","2.2","1.3","13.9","28.2","2.4","2.6","5.1","0.078","2.3","-0.6","1.7","2.9",2004
"204","Mike James","PG","28","TOT","81","2196","14.4","0.528","0.428","0.193","1.5","10.6","6.1","26.1","2.3","0.1","14.8","17.4","3","2.2","5.2","0.113","0","0.2","0.2","1.2",2004
"205","Antawn Jamison","SF","27","DAL","82","2376","21.2","0.581","0.044","0.322","10.4","13.5","11.9","4.7","1.8","0.9","7.2","20.7","8.1","1","9","0.183","3.3","-1.5","1.7","2.2",2004
"206","Marko Jaric","PG","25","LAC","58","1760","12.6","0.475","0.314","0.212","2.8","8.5","5.7","26.3","2.8","0.8","18.1","16","0.9","0.6","1.5","0.042","-0.6","0","-0.7","0.6",2004
"207","Chris Jefferies","SF-SG","23","TOT","21","195","8.4","0.52","0.583","0.278","2.7","13.8","8.1","7.1","1.1","2.6","19","23","-0.2","0.2","0","0","-3.7","-0.6","-4.3","-0.1",2004
"208","Richard Jefferson","SF","23","NJN","82","3133","18.1","0.573","0.118","0.42","4.1","13.3","8.7","18.7","1.6","0.7","13","22.8","6.5","4.4","11","0.168","1.9","0.4","2.3","3.4",2004
"209","Jared Jeffries","PF","22","WAS","82","1913","8.7","0.426","0.064","0.365","10.3","14.7","12.4","8.1","1.3","1.1","16.4","15.1","-0.6","1.2","0.6","0.014","-3.6","-1","-4.6","-1.2",2004
"210","Britton Johnsen","C","24","ORL","20","290","2.6","0.318","0.203","0.271","5.7","12","8.8","6.1","1.3","0.2","17.5","12.5","-0.5","0","-0.6","-0.096","-6.1","-1.7","-7.8","-0.4",2004
"211","Anthony Johnson","PG","29","IND","73","1598","11.6","0.497","0.297","0.229","2","7.6","4.8","21.4","2.2","0.4","14.2","15.6","1.4","2.2","3.6","0.109","-1.6","1.2","-0.4","0.6",2004
"212","Avery Johnson","PG","38","GSW","46","637","11.7","0.454","0.015","0.392","0.5","5.3","2.9","29.1","2.2","0.3","17.9","20.6","-0.2","0.4","0.2","0.016","-2.1","-0.7","-2.8","-0.1",2004
"213","DerMarr Johnson","SF","23","NYK","21","287","11.5","0.511","0.371","0.32","2","13.5","7.8","6.4","1.5","1.8","12.6","20.5","0.1","0.3","0.4","0.069","-1.3","-0.6","-1.8","0",2004
"214","Ervin Johnson","C","36","MIN","66","965","8.5","0.551","0.01","0.272","7.6","19.2","13.7","3.5","1.5","3.2","20.6","7.1","0.6","1.7","2.3","0.115","-3.7","2.4","-1.3","0.2",2004
"215","Joe Johnson","SG","22","PHO","82","3331","13.9","0.491","0.211","0.18","2.7","10.5","6.6","18.6","1.4","0.6","12.5","21.6","2.2","1.1","3.3","0.047","0.1","-1.4","-1.3","0.6",2004
"216","Linton Johnson","SF","23","CHI","41","734","9.6","0.394","0.163","0.182","8.5","19","13.6","6.1","2.6","3.2","14.4","15.6","-0.8","1.1","0.4","0.023","-4.4","1.1","-3.3","-0.2",2004
"217","Dahntay Jones","SG","23","MEM","20","154","2.5","0.311","0.075","0.208","5.1","11.9","8.4","12","1.7","2.8","17.2","20.4","-0.5","0.2","-0.4","-0.114","-7.1","-0.6","-7.7","-0.2",2004
"218","Damon Jones","PG","27","MIL","82","2016","14.2","0.516","0.521","0.137","0.8","8.7","4.8","36.7","0.8","0.1","15.6","14.8","3.6","0.3","3.9","0.093","2","-1.9","0","1",2004
"219","Eddie Jones","SG","32","MIA","81","2998","16.7","0.538","0.414","0.288","1.5","10.6","6","16.1","1.7","0.9","9","22.5","6.2","3","9.1","0.146","2.2","0.2","2.5","3.4",2004
"220","Fred Jones","SG","24","IND","81","1508","11.8","0.527","0.286","0.479","1.9","8","4.9","18.7","2.4","0.9","16.2","14.1","1.7","2.3","4","0.126","-1.7","1.9","0.2","0.8",2004
"221","James Jones","SF","23","IND","6","26","4.9","0.354","0.444","0.222","0","9.2","4.5","0","2.1","0","0","17.9","0","0","0","0.01","-3.4","-0.5","-3.9","0",2004
"222","Jumaine Jones","SG","24","BOS","42","373","7.6","0.438","0.458","0.24","7.5","13.2","10.4","5.9","1.7","1.9","15.2","15.2","-0.2","0.3","0.1","0.019","-2.9","-0.4","-3.4","-0.1",2004
"223","Popeye Jones","PF","33","GSW","5","10","-7.8","0","0","0","11.2","0","5.6","0","0","0","0","9.2","0","0","0","-0.169","-9.8","-4.7","-14.5","0",2004
"224","Chris Kaman","C","21","LAC","82","1843","9.6","0.502","0.005","0.326","7.7","20.9","14.2","7.7","0.7","2.9","23.8","15.7","-0.9","0.9","0","0.001","-3.4","-0.8","-4.2","-1",2004
"225","Jason Kapono","SF","22","CLE","41","427","10.2","0.519","0.341","0.186","4.9","9.3","7.1","5.3","1.6","0.3","13.1","16.8","0.3","0.2","0.5","0.056","-1.5","-1.1","-2.6","-0.1",2004
"226","Jason Kidd*","PG","30","NJN","67","2450","19.7","0.485","0.306","0.26","4.1","16.5","10.3","44.8","2.7","0.4","16.7","24.6","2.8","4.4","7.2","0.141","3.4","1.3","4.7","4.2",2004
"227","Andrei Kirilenko","PF","22","UTA","78","2895","22.6","0.559","0.216","0.533","9.5","17.5","13.5","15.7","2.9","6.3","15.8","21.9","6.5","5","11.6","0.192","5","2.9","7.9","7.2",2004
"228","Kerry Kittles","SG","29","NJN","82","2842","14.7","0.526","0.288","0.142","2.3","11.2","6.8","12.9","2.4","1.1","8.5","18.4","3.1","4.5","7.6","0.128","0.4","1.2","1.6","2.6",2004
"229","Brevin Knight","PG","28","TOT","56","1037","13.6","0.475","0.033","0.264","1.5","10.8","6.1","31.7","4.2","0.1","20.8","14.9","0.5","1.2","1.7","0.078","-2.5","2.2","-0.3","0.4",2004
"230","Kyle Korver","SF","22","PHI","74","882","10.1","0.489","0.633","0.073","4","10.7","7.4","8.3","1.5","0.7","10.8","20.2","0.2","0.8","1","0.054","-0.2","-0.5","-0.7","0.3",2004
"231","Toni Kukoc","PF","35","MIL","73","1522","16.1","0.519","0.332","0.393","4.5","15.7","10.1","21.5","2","1","15.6","21","1.7","1.3","3.1","0.096","1.5","0.5","2","1.6",2004
"232","Christian Laettner","PF","34","WAS","48","984","14.5","0.511","0.082","0.195","5.5","21.3","13.2","15.7","2","2.1","13.1","14.4","1.1","1.1","2.3","0.111","-0.7","1.2","0.5","0.6",2004
"233","Raef LaFrentz","C","27","BOS","17","328","16.8","0.509","0.323","0.105","10.7","16.8","13.8","13.4","1.3","3.1","7.8","19.5","0.6","0.3","0.9","0.137","0.7","-0.2","0.5","0.2",2004
"234","Maciej Lampe","C","18","PHO","21","224","12.2","0.512","0.045","0.148","4.6","17.9","11.2","7.2","0.7","1","13.8","21.9","0","0.1","0.1","0.029","-2.8","-2","-4.8","-0.2",2004
"235","Sean Lampley","SF","24","GSW","10","63","21.6","0.672","0","0.6","3.6","16.1","9.8","6.1","0","1.1","10.6","20.7","0.2","0","0.2","0.189","3.8","-0.7","3.1","0.1",2004
"236","Dan Langhi","SF","26","TOT","6","37","1.8","0.437","0.143","0.143","0","12.2","6.1","0","0","0","11.8","20.9","-0.1","0","-0.1","-0.068","-8.7","-1.2","-9.9","-0.1",2004
"237","Rusty LaRue","PG","30","GSW","4","22","3.1","0.515","0.333","0.667","0","15.4","7.7","13.4","4.9","0","50.8","16.5","-0.1","0","-0.1","-0.117","-8","3.2","-4.7","0",2004
"238","Voshon Lenard","SG","30","DEN","73","2233","13.5","0.512","0.31","0.195","2.3","7.9","5.1","11.6","1.4","0.4","9.1","21.9","2.8","1.2","4","0.086","0","-1.4","-1.4","0.3",2004
"239","Quincy Lewis","SF","26","MIN","14","65","4.1","0.4","0.25","0","1.9","10","6.1","4.7","1.7","2.2","13","16.7","-0.1","0.1","0","-0.018","-5.7","0.5","-5.2","-0.1",2004
"240","Rashard Lewis","SF","24","SEA","80","2931","17.5","0.527","0.314","0.22","5.4","15.4","10.4","10.7","1.8","1.4","9.1","23.4","5.2","1.3","6.5","0.107","2.1","-1.2","1","2.2",2004
"241","Randy Livingston","PG","28","LAC","4","48","1.7","0.316","0.3","0.6","4.7","12","8.3","12.4","2.2","0","24","15.4","-0.1","0","-0.1","-0.11","-8.4","-1.1","-9.5","-0.1",2004
"242","Raül López","PG","23","UTA","82","1617","12","0.503","0.164","0.226","1.8","10.2","5.9","34.8","2.1","0.1","23.4","21.4","0.1","1.2","1.4","0.041","-1.7","-1","-2.8","-0.3",2004
"243","Tyronn Lue","PG","26","ORL","76","2332","12.6","0.518","0.293","0.183","1.2","8","4.5","22.7","1.4","0.2","13.8","17.4","2.7","-0.6","2.1","0.042","-0.5","-2","-2.5","-0.3",2004
"244","George Lynch","SF","33","NOH","78","1701","9.7","0.472","0.371","0.136","6.3","14.9","10.5","11.3","1.5","0.8","13.9","12.4","0.9","1.6","2.5","0.072","-1.9","0.3","-1.5","0.2",2004
"245","Mark Madsen","C","28","MIN","72","1246","9.4","0.506","0.029","0.578","13","12","12.5","3.3","1.4","1","15.5","11.5","1.1","1.5","2.7","0.103","-2.9","0","-2.9","-0.3",2004
"246","Corey Maggette","SF","24","LAC","73","2628","20.1","0.586","0.228","0.612","4.1","14.6","9.3","15.8","1.3","0.4","13.9","25.2","8.2","0.5","8.6","0.157","3.6","-1.5","2.1","2.7",2004
"247","Jamaal Magloire","C","25","NOH","82","2777","16.5","0.551","0.001","0.581","10.7","24.4","17.4","5.5","0.8","2.8","16.5","20","3.9","3.7","7.6","0.131","-0.9","-0.7","-1.6","0.3",2004
"248","Karl Malone*","PF","40","LAL","42","1373","17.8","0.555","0.003","0.563","5","25.6","15.1","19.1","1.9","1.1","17.1","19.7","2.1","2.2","4.3","0.151","1.1","1.7","2.8","1.7",2004
"249","Stephon Marbury","PG","26","TOT","81","3254","20.4","0.519","0.198","0.315","2.1","7.2","4.6","40.1","2.1","0.2","13.6","25.8","7.4","1.7","9.1","0.134","4.1","-0.9","3.2","4.3",2004
"250","Shawn Marion","SF","25","PHO","79","3217","19.9","0.513","0.198","0.2","7.5","18.7","13.1","11.7","2.7","2.4","9.7","22.7","5.3","3.8","9.1","0.135","3","0.6","3.6","4.6",2004
"251","Donyell Marshall","PF","30","TOT","82","2988","18.9","0.548","0.319","0.178","8","23.1","15.5","7.9","1.7","3","9.6","19.5","4.9","5.5","10.4","0.167","2","0.8","2.7","3.6",2004
"252","Darrick Martin","PG","32","MIN","16","172","6.1","0.388","0.388","0.134","1.4","3.2","2.3","20.5","0.6","0.4","9","21.4","-0.1","0.1","0","-0.008","-5","-2.2","-7.2","-0.2",2004
"253","Kenyon Martin","PF","26","NJN","65","2252","18.7","0.528","0.028","0.327","7","25.3","16.2","13.7","2.3","2.8","14","25","1.5","5.1","6.7","0.142","0.1","1.8","1.9","2.2",2004
"254","Jamal Mashburn","SF","31","NOH","19","730","14.7","0.457","0.168","0.201","2.9","15.7","9.1","13.3","1","0.5","7.9","29.4","0.1","0.6","0.7","0.048","0.2","-1.7","-1.5","0.1",2004
"255","Desmond Mason","SF","26","MIL","82","2534","15.7","0.552","0.045","0.534","4.2","11.9","8","10.2","1.2","0.7","12.1","21.8","4.4","1.2","5.7","0.107","0.5","-0.9","-0.4","1",2004
"256","Roger Mason","SG","23","TOT","26","328","7.7","0.446","0.398","0.224","0.3","10.6","5.4","14","1.8","1.3","15.7","18.7","-0.3","0.4","0.1","0.008","-4","0.5","-3.5","-0.1",2004
"257","Tony Massenburg","PF","36","SAC","59","789","9.7","0.509","0.005","0.288","8.4","18.4","13.5","5.6","0.9","1.6","15.4","16.7","0.3","0.6","0.9","0.057","-4.8","-1.3","-6.1","-0.8",2004
"258","Walter McCarty","PF","29","BOS","77","1900","10.9","0.541","0.7","0.157","1.7","12.5","7.2","10.6","2","0.9","14","15.6","1.3","1.6","2.9","0.073","-0.4","0","-0.4","0.7",2004
"259","Amal McCaskill","C","30","PHI","59","636","7.3","0.438","0.009","0.231","9","15.6","12.3","5.2","1","2.5","16.2","11.4","-0.1","0.7","0.6","0.047","-4.4","0.4","-4","-0.3",2004
"260","Jelani McCoy","C","26","CLE","2","12","-3.8","0","0","0","9.2","27.7","18.4","0","0","0","100","3.7","0","0","0","-0.044","-11.4","-1.3","-12.7","0",2004
"261","Antonio McDyess","PF","29","TOT","42","927","12.6","0.486","0","0.257","8.7","23","15.9","6.5","2.1","1.9","16","17.6","0","1.2","1.2","0.061","-2.5","0.3","-2.2","-0.1",2004
